date,current_15_55_20_10,cont_30_40_15_15,cont_35_30_20_15,cont_30_35_20_15,cont_30_30_20_20,cont_25_40_20_15,vote_t70_dd8_dir1_r630,vote_t70_dd10_dir1_r631,vote_t70_dd10_dir1_r630,QQQ
2011-01-24,87.87757449636227,81.47553320407505,79.5470485176682,81.68696431537653,81.91610152751579,83.82688011308485,79.01041663802957,80.62499997356576,79.01041663802957,49.39720153808594
2011-01-25,87.10641372100966,80.41036291987687,78.41059024663015,80.63685847549588,80.84610791657934,82.86312670436162,70.7812499904543,73.02884614503473,70.7812499904543,49.467220306396484
2011-01-26,91.51417494404026,87.811324676996,86.76448687233352,87.9775639362764,88.08018412034127,89.1906410002193,90.26041666348476,91.00961538167823,90.26041666348476,49.7297248840332
2011-01-27,93.70565090727268,91.72275637381348,91.23430426608648,91.86891020098102,91.93598729937302,92.50351613587557,91.19791666560602,91.87499999902094,91.19791666560602,50.0359992980957
2011-01-28,84.46299474686867,77.4705484209008,75.62995327388069,77.92111821514182,78.25273650719842,80.21228315640298,69.28819444409089,71.65064102531467,69.28819444409089,48.76716995239258
2011-01-31,82.98303528599327,75.35129391807804,73.36276220240468,75.86259496060282,76.24165290980687,78.362427718801,61.98495370358585,64.90918803407925,61.98495370358585,49.00342559814453
2011-02-01,90.15453028051628,86.66015352824823,85.8266306106781,86.95743906094168,87.15277319215785,88.08824751120527,87.32831790119528,88.30306267802641,87.32831790119528,49.922237396240234
2011-02-02,90.66169527869062,88.04134747237904,87.51381514183096,88.3682204277213,88.63796143442298,89.22262571361163,95.77610596706509,96.10102089267546,95.77610596706509,49.84348678588867
2011-02-03,92.17704657437837,89.94109730560783,89.44796924480785,90.19079569812934,90.4330241818447,90.93362215145079,93.03647976679946,93.57213516935336,93.03647976679946,49.93101119995117
2011-02-04,93.65716367294095,92.80953243520261,92.7683045630841,93.05387634382089,93.3073043569112,93.33944812455768,97.67882658893315,97.85737838978444,97.67882658893315,50.21101379394531
2011-02-07,95.23572122431365,95.19715895988234,95.36921880497864,95.3869402627551,95.59132367452595,95.40466172053155,99.22627552964437,99.28579279659482,99.22627552964437,50.4472770690918
2011-02-08,96.25125892662307,96.01085854218299,96.1410513300546,96.2093041616591,96.37210789150865,96.2775569932636,99.74209184321478,99.76193093219827,99.74209184321478,50.77980422973633
2011-02-09,96.09949371628176,95.40963803257951,95.41075167791944,95.61745323907155,95.75551744531771,95.82415480022368,99.91403061440492,99.92064364406608,99.91403061440492,50.69230270385742
2011-02-10,96.24242383135318,95.34997193678576,95.2728740160966,95.54331774635719,95.65554285214294,95.81376147661777,99.97134353813496,99.97354788135536,99.97134353813496,50.77103805541992
2011-02-11,96.17154868452513,95.39119434929896,95.36919874610626,95.6010133228598,95.72592169145504,95.83282789961333,99.99044784604499,99.99118262711845,99.99044784604499,51.138553619384766
2011-02-14,96.75440511706394,96.42345367198854,96.5432822980848,96.62487481132364,96.74012204529984,96.70646732456248,99.99681594868166,99.99706087570615,99.99681594868166,51.26108932495117
2011-02-15,96.1121165205028,95.1548086314036,95.06296138331223,95.35898604821898,95.4939295706555,95.65501071312576,99.99893864956056,99.99902029190204,99.99893864956056,51.19108200073242
2011-02-16,96.51098328461205,95.80229732157898,95.78124947344975,95.99628238644337,96.12668022725553,96.21131529943699,99.99964621652018,99.999673430634,99.99964621652018,51.523616790771484
2011-02-17,98.0221796133892,97.48965466274853,97.4209103183104,97.59135338807371,97.67185637204813,97.76179645783702,99.99988207217339,99.99989114354466,99.99988207217339,51.50609588623047
2011-02-18,97.7259117229816,96.78636636906432,96.57641455054792,96.87952520343197,96.94247064253456,97.18263585631605,99.99996069072446,99.99996371451488,99.99996069072446,51.392330169677734
2011-02-22,89.2595631669198,82.37045545635478,80.35787892425671,82.64317506781066,82.88267539936336,84.92847121136461,83.3333202302415,84.6153725202229,83.3333202302415,49.90475082397461
2011-02-23,82.69809512971402,72.80890181878493,70.06458618462878,73.3322157633443,73.76922513312113,76.59984534205981,72.22221785452494,74.35897032725379,72.22221785452494,49.49345779418945
