ticker,metric,period,current,revision_7d,source,fetched_at,record_type,up_7d,down_7d,up_30d,down_30d,revision_breadth_30d_pct,low,high,estimate_growth_pct
AOD,revenue,0y,0.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.0,0.0,
AOD,revenue,+1y,0.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.0,0.0,
AON,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AON,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AON,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AON,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AON,eps,0q,3.7998,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.65,3.87,8.88
AON,eps,+1q,3.41971,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.25387,3.556,12.1199995
AON,eps,0y,19.10318,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,18.81911,19.41,11.91
AON,eps,+1y,21.37503,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,20.61687,22.25,11.89
AON,revenue,0q,4269498590.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,4217000000.0,4301000000.0,2.76
AON,revenue,+1q,4126483570.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,4035000000.0,4180000000.0,3.2399999999999998
AON,revenue,0y,17987576010.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,17808107790.0,18139000000.0,4.6899999999999995
AON,revenue,+1y,19116617490.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,18630245330.0,19427000000.0,6.280000500000001
AOS,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOS,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOS,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOS,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOS,eps,0q,0.92395,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.54,0.99,-13.65
AOS,eps,+1q,0.99708,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.93,1.09,6.0700003
AOS,eps,0y,3.75559,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.55,3.83,-2.4500001
AOS,eps,+1y,4.16146,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.93,4.42,10.8100004
AOS,revenue,0q,994896660.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,969000000.0,1019922450.0,-1.6199999999999999
AOS,revenue,+1q,989921630.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,976000000.0,1007009000.0,5.0300002
AOS,revenue,0y,3915267130.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3872500000.0,3956510000.0,2.22
AOS,revenue,+1y,4080995490.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,4047964390.0,4117720000.0,4.2299999999999995
AOSL,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOSL,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOSL,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOSL,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
AOSL,eps,0q,-0.24,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.27,-0.23,-13.0
AOSL,eps,+1q,-0.085,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.11,-0.05,-165.38
AOSL,eps,0y,-0.545,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.56,-0.54,-3.4773002
AOSL,eps,+1y,-0.48,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.67,-0.23,11.93
AOSL,revenue,0q,167996750.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,167887000.0,168100000.0,-4.81
AOSL,revenue,+1q,180509750.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,179639000.0,181400000.0,-1.09
AOSL,revenue,0y,676560750.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,676443000.0,676600000.0,-2.8199999
AOSL,revenue,+1y,706562500.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,701600000.0,716500000.0,4.4299997
APA,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APA,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APA,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APA,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APA,eps,0q,1.87978,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.45,2.24,116.07000000000001
APA,eps,+1q,1.18568,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.4,1.962,27.49
APA,eps,0y,5.62929,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.73,7.2,49.32
APA,eps,+1y,4.10347,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.75,6.42,-27.11
APA,revenue,0q,2428292440.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2021000000.0,2638876460.0,-7.0300005
APA,revenue,+1q,2193100110.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2001000000.0,2403499670.0,8.68
APA,revenue,0y,9038236360.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,8223000000.0,9619259670.0,-1.97
APA,revenue,+1y,7985460460.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,6648000000.0,9111000000.0,-11.65
APAM,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APAM,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APAM,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APAM,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APAM,eps,0q,0.91,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.89,0.92,9.64
APAM,eps,+1q,0.99,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.96,1.02,-2.94
APAM,eps,0y,3.825,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.75,3.96,-2.6700001
APAM,eps,+1y,4.015,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.92,4.12,4.97
APAM,revenue,0q,300566500.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,297100000.0,304033000.0,6.280000500000001
APAM,revenue,+1q,308238000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,306300000.0,310176000.0,2.3
APAM,revenue,0y,1235174000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1225800000.0,1244548000.0,3.2199999999999998
APAM,revenue,+1y,1290633000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1274566000.0,1306700000.0,4.4899996
APC,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APC,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APC,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APC,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APC,eps,0q,0.36,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.36,0.36,
APC,eps,+1q,0.39,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.39,0.39,
APC,eps,0y,1.33,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.33,1.33,27.46
APC,eps,+1y,1.48,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.33,1.63,11.2799995
APC,revenue,0q,1530333920.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1273000000.0,1861968610.0,
APC,revenue,+1q,1618794660.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1379000000.0,2008923290.0,
APC,revenue,0y,5954901270.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,5386000000.0,6884693360.0,6.69
APC,revenue,+1y,5921616780.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,5574000000.0,6087000000.0,-0.5599999999999999
APD,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APD,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APD,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APD,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APD,eps,0q,3.34324,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.3,3.39772,8.1999995
APD,eps,+1q,3.51446,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.43,3.6,3.6700000000000004
APD,eps,0y,13.22432,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,13.1,13.34,9.9300005
APD,eps,+1y,14.28722,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,14.00324,14.64,8.04
APD,revenue,0q,3201995650.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3052000000.0,3300500000.0,5.9299998
APD,revenue,+1q,3301519600.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3158000000.0,3394000000.0,4.25
APD,revenue,0y,12781370950.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,12484000000.0,12939000000.0,6.18
APD,revenue,+1y,13556689680.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,12738000000.0,14157597240.0,6.0700003
APEI,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APEI,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APEI,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APEI,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APEI,eps,0q,0.475,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.46,0.49,141.11999
APEI,eps,+1q,0.58,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.55,0.61,7.670000000000001
APEI,eps,0y,3.015,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2.95,3.08,37.45
APEI,eps,+1y,3.77,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.74,3.8,25.040000000000003
APEI,revenue,0q,170879140.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,170000000.0,172073000.0,4.9799999999999995
APEI,revenue,+1q,169931710.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,168400000.0,172903000.0,4.1199997
APEI,revenue,0y,690974140.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,686000000.0,693482000.0,6.4899996
APEI,revenue,+1y,734500860.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,724400000.0,745227000.0,6.3
APG,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APG,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APG,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APG,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APG,eps,0q,0.43431,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.41934,0.45,11.359999
APG,eps,+1q,0.46999,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.4467,0.5,14.63
APG,eps,0y,1.21031,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.95094,1.53,2.7541
APG,eps,+1y,1.97987,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.82036,2.19,15.45
APG,revenue,0q,2203480570.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2192400000.0,2217254000.0,10.73
APG,revenue,+1q,2278880890.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2193600000.0,2312729000.0,9.3
APG,revenue,0y,8765916170.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,8580000000.0,8832810000.0,10.8100004
APG,revenue,+1y,9392778340.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,9050000000.0,9603000000.0,7.1499999999999995
APH,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APH,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APH,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APH,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APH,eps,0q,1.19489,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.14,1.31,47.52
APH,eps,+1q,1.28489,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.22,1.38,38.16
APH,eps,0y,4.89146,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,4.67,5.41,46.45
APH,eps,+1y,5.84106,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,5.54,6.77,19.409999
APH,revenue,0q,8331603960.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,8150000000.0,8668000000.0,47.449999999999996
APH,revenue,+1q,8776399030.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,8352200000.0,9369000000.0,41.68
APH,revenue,0y,33692875790.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,32840100000.0,35418000000.0,45.89
APH,revenue,+1y,38623742110.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,36658600000.0,41328700000.0,14.63
APLD,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLD,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLD,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLD,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLD,eps,0q,-0.4,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.4,-0.4,-12.3333
APLD,eps,+1q,-0.37,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.37,-0.37,-11.3333
APLD,eps,0y,-0.33,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.33,-0.33,-3.1300000000000003
APLD,eps,+1y,-1.23,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-1.23,-1.23,-2.7273002
APLD,revenue,0q,95316140.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,81500000.0,106129000.0,150.75
APLD,revenue,+1q,114675400.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,89100000.0,134300000.0,78.580004
APLD,revenue,0y,421659890.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,381800000.0,480000000.0,95.66
APLD,revenue,+1y,739295140.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,440400000.0,899819000.0,75.33
APLE,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLE,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLE,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLE,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APLE,eps,0q,0.26593,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.25,0.28,-1.50999995
APLE,eps,+1q,0.21032,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.2,0.22,7.199999999999999
APLE,eps,0y,0.69515,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.66,0.72059,
APLE,eps,+1y,0.70626,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.68,0.73,1.6
APLE,revenue,0q,393862240.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,381055000.0,400565650.0,2.4699999999999998
APLE,revenue,+1q,378230450.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,369911000.0,386266000.0,1.16
APLE,revenue,0y,1441780610.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1411362000.0,1457950000.0,2.08
APLE,revenue,+1y,1469981330.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1435907000.0,1502524630.0,1.96
APO,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APO,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APO,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APO,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APO,eps,0q,2.16597,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2.07,2.32,12.810000999999998
APO,eps,+1q,2.29673,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2.2,2.44,5.84
APO,eps,0y,8.84705,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,8.53,9.16,5.57
APO,eps,+1y,10.65164,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,9.83,11.25,20.4
APO,revenue,0q,1333000000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1293000000.0,1356100000.0,21.740000000000002
APO,revenue,+1q,1385960000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1337000000.0,1436300000.0,20.729999
APO,revenue,0y,5420660000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,5255000000.0,5547500000.0,21.4
APO,revenue,+1y,6273400000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,6154000000.0,6425600000.0,15.73
APOG,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APOG,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APOG,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APOG,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APOG,eps,0q,0.635,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.5,0.77,-35.199999999999996
APOG,eps,+1q,0.8,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.77,0.83,-21.57
APOG,eps,0y,2.865,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,2.84,2.89,-17.44
APOG,eps,+1y,3.9,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.9,3.9,36.130002
APOG,revenue,0q,351414000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,347228000.0,355600000.0,-1.8900000000000001
APOG,revenue,+1q,365774000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,355248000.0,376300000.0,4.9399999999999995
APOG,revenue,0y,1423270000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1393640000.0,1452900000.0,1.3200001
APOG,revenue,+1y,1527900000.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1527900000.0,1527900000.0,7.35
APP,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APP,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APP,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APP,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APP,eps,0q,3.75771,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.53,4.15,57.230000000000004
APP,eps,+1q,4.07907,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,3.71,4.55,66.49000000000001
APP,eps,0y,16.05279,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,15.0,17.24,64.64
APP,eps,+1y,21.15868,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,15.72,25.44,31.81
APP,revenue,0q,1942004700.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1897000000.0,1979000000.0,54.279999999999994
APP,revenue,+1q,2079459040.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1999000000.0,2149700000.0,48.0
APP,revenue,0y,8187016480.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,7618000000.0,8478813950.0,49.38
APP,revenue,+1y,10618637340.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,9523000000.0,12061887620.0,29.700001999999998
APPF,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPF,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPF,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPF,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPF,eps,0q,1.69207,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.64,1.79,21.73
APPF,eps,+1q,1.77816,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.56,1.94,35.740003
APPF,eps,0y,6.8052,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,6.52,7.06,28.64
APPF,eps,+1y,8.22506,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,7.6,8.87,20.86
APPF,revenue,0q,277231700.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,276200000.0,278500000.0,17.68
APPF,revenue,+1q,292763340.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,291000000.0,294700000.0,17.41
APPF,revenue,0y,1120001680.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1115915020.0,1124400000.0,17.790001999999998
APPF,revenue,+1y,1308229030.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1286100000.0,1327400000.0,16.81
APPN,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPN,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPN,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPN,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPN,eps,0q,0.00308,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,-0.01,0.01055,-21.030001000000002
APPN,eps,+1q,0.32319,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.28,0.38,1.0
APPN,eps,0y,0.98548,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.936,1.01,61.550000000000004
APPN,eps,+1y,1.25588,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.127,1.43,27.439999999999998
APPN,revenue,0q,193380980.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,192600000.0,194117000.0,13.33
APPN,revenue,+1q,208225540.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,206000000.0,210000000.0,11.350001
APPN,revenue,0y,826012650.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,822500000.0,829142000.0,13.63
APPN,revenue,+1y,914204550.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,910600000.0,922200000.0,10.6800005
APPS,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPS,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPS,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPS,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APPS,eps,0q,0.14,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.14,0.14,180.0
APPS,eps,+1q,0.17,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.16,0.18,13.33
APPS,eps,0y,0.73333,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.68,0.84,30.95
APPS,eps,+1y,0.985,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,0.91,1.06,34.32
APPS,revenue,0q,149978900.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,149836700.0,150100000.0,14.549999999999999
APPS,revenue,+1q,161196270.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,156000000.0,165000000.0,14.829998999999999
APPS,revenue,0y,642188520.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,637603100.0,650550960.0,13.61
APPS,revenue,+1y,712893820.0,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,698175400.0,724900000.0,11.01
APTV,eps,0q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APTV,eps,+1q,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APTV,eps,0y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APTV,eps,+1y,,,yfinance,2026-07-22T13:46:06.624129Z,revision_breadth,,,,,,,,
APTV,eps,0q,1.42831,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.29,1.5,-32.630002000000005
APTV,eps,+1q,1.6016,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,1.44,1.7,-26.19
APTV,eps,0y,5.919,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,5.29,6.4,-24.309998999999998
APTV,eps,+1y,6.78404,,yfinance,2026-07-22T13:46:06.624129Z,estimate_level,,,,,,6.12,7.54,14.610000000000001
